Country Code,Country Name,Series Name,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
GMB,"Gambia, The","Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,38.27603912,41.58852005,NA,NA,52.74526978,NA,58.24856949,69.9048996,68.90090942,71.09072876,69.04351044,74.83454132,76.29953003,74.12602234,78.51477051,78.54380798,74.61168671,NA,71.32772827,71.72540283,74.69116974,70.62888336,74.02255249,77.3219986,79.83273315
GEO,Georgia,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,82.28936005,83.24984741,83.49404907,NA,NA,NA,NA,NA,NA,85.36003113,85.09030151,88.44522095,92.5655365,94.93183136,94.77883911,NA,96.5636673,97.5921402,NA,NA,NA,NA
DEU,Germany,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.79125214,99.753479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHA,Ghana,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,60.93360138,64.76046753,59.76554108,62.45954132,61.51805115,NA,64.95211029,64.48763275,69.87667847,75.12741852,73.76780701,NA,82.10906219,NA,85.99297333,88.58231354,90.3634491,87.55431366
GIB,Gibraltar,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRC,Greece,"Adjusted net enrollment rate, primary, female (% of primary school age children)",90.85679626,90.63642883,89.13799286,87.16468048,86.44548798,88.57508087,87.16309357,87.61224365,94.37171936,94.84593201,95.98619843,94.79914093,94.59802246,94.5400238,93.57758331,92.61051941,91.93740082,92.0099411,NA,NA,93.20980072,93.54499054,93.84506226,93.34249878,92.29929352,93.34693146,NA
GRL,Greenland,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRD,Grenada,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.54701233,NA,98.59471893,91.46391296,NA,93.95063019,96.46782684,99.25496674,NA,NA,NA,98.4553299,97.24037933,97.59584808,97.36759186
GUM,Guam,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTM,Guatemala,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,67.43367004,NA,77.56588745,80.81671143,80.22158813,83.97843933,NA,89.04949951,90.89891052,92.7469635,94.19470215,94.3991394,97.82514954,97.69959259,95.54003906,92.54927826,90.23104858,88.36144257,88.02880096,87.4054184
GIN,Guinea,"Adjusted net enrollment rate, primary, female (% of primary school age children)",16.90732956,18.41173935,NA,NA,NA,NA,NA,NA,30.69264984,33.59772873,37.59967041,41.35498047,48.2521019,52.0920105,55.47198868,58.08612061,60.99668121,63.23381042,62.34553909,63.76504898,65.08161926,70.14331818,69.64173889,70.5962677,74.2184906,NA,NA
GNB,Guinea-Bissau,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.57112885,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.17047119,NA,NA,NA,NA,NA,NA
GUY,Guyana,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,91.24584198,88.86849213,87.59520721,NA,89.29665375,87.83213043,NA,NA,NA,NA,NA,NA,89.3273468,NA,NA,NA,NA,97.52311707,92.26753235,96.05473328,98.19080353,96.70198822,NA,NA,NA,NA
HTI,Haiti,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,56.87638092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HPC,Heavily indebted poor countries (HIPC),"Adjusted net enrollment rate, primary, female (% of primary school age children)",40.82965088,42.41228867,41.62828064,41.5671196,42.64921188,44.28166962,44.08409119,46.95814133,47.79795074,48.29039001,50.21982956,53.01554108,56.68722916,59.78113174,62.65821075,65.14105988,67.78211975,69.76933289,73.30510712,73.70449066,73.7750473,75.08976746,76.48605347,77.57491302,78.25050354,78.03501892,78.07118988
HIC,High income,"Adjusted net enrollment rate, primary, female (% of primary school age children)",95.96460724,95.78923035,95.22667694,95.01673126,94.94893646,95.24404907,95.19342804,94.78946686,96.17047119,96.24385834,96.24291992,96.46161652,95.8519516,95.72801208,95.44730377,95.84471893,96.48029327,96.97554016,97.31580353,97.220047,96.89853668,96.65220642,96.60629272,96.3932724,96.51954651,96.92767334,96.85192108
HND,Honduras,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,86.78022003,NA,88.09316254,NA,NA,NA,NA,NA,NA,86.13878632,NA,NA,89.78404236,91.40454102,87.24191284,92.49355316,86.64674377,90.48200989,89.24049377,89.40749359,89.78716278,86.38803864,83.45768738,82.97702026,82.11092377,83.85349274
HKG,"Hong Kong SAR, China","Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,94.00592041,93.14868164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.91941071,98.49066925,98.09915924,97.71943665,97.36949921
HUN,Hungary,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,77.30680084,86.2486496,96.12332153,96.15007019,96.68444061,97.10684204,97.23796082,95.98606873,95.63887787,96.2178421,96.96321869,96.14083862,97.08782196,97.83213043,97.71169281,97.04447937,96.57245636,96.21322632,96.40834808,96.54541779,96.98892212
IBD,IBRD only,"Adjusted net enrollment rate, primary, female (% of primary school age children)",84.19821167,84.18308258,83.90685272,84.45757294,84.86817169,84.47389984,84.79210663,84.4885788,85.87809753,87.72846985,88.69756317,89.21968079,90.41732788,93.07922363,93.98867035,93.6699295,94.06723022,95.28795624,95.99459839,95.94641113,96.24012756,96.21652985,96.15316772,95.88941956,95.69772339,95.73712921,95.67597961
ISL,Iceland,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,97.32543182,NA,98.44094849,98.86128235,99.19493866,NA,NA,NA,NA,97.33350372,95.49279785,95.67484283,96.88256836,98.49810028,99.60034943,NA,99.58290863,98.97730255,98.45287323,97.81642151,97.78089905,98.62333679,NA
IBT,IDA & IBRD total,"Adjusted net enrollment rate, primary, female (% of primary school age children)",75.26358795,75.52581024,75.41507721,75.92730713,76.38265991,76.1843338,76.20300293,76.49941254,77.62091827,79.04454803,80.18241119,80.76267242,82.02823639,84.45250702,85.87998199,86.09472656,86.69821167,87.9770813,88.509758,88.70410156,89.02046967,89.28397369,89.47424316,89.38391876,89.35752106,89.24813843,89.24783325
IDB,IDA blend,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,54.83090973,56.68318939,58.82120132,59.5283699,59.53499985,62.1301918,64.37801361,65.73055267,65.52028656,68.40927887,66.15139008,67.86234283,69.09600067,70.16104889,70.65586853,70.05409241,70.80738068,70.8615036,71.86633301
IDX,IDA only,"Adjusted net enrollment rate, primary, female (% of primary school age children)",49.43201065,51.23040009,51.59236145,51.73220825,52.77457809,53.78171158,53.87651825,55.77296066,56.1439209,56.44713974,58.65781021,60.74090958,64.03582001,66.52861786,69.08040619,71.29660034,73.60722351,74.93256378,76.82602692,77.57637787,77.91735077,79.00247955,80.08573914,80.38712311,80.62934113,80.36763,80.32563019
IDA,IDA total,"Adjusted net enrollment rate, primary, female (% of primary school age children)",49.98984146,51.28004837,51.90998077,52.51792908,53.21863174,53.58306885,52.87435913,54.84199142,55.71783066,56.52349091,58.71036148,60.35345078,62.60523987,65.13137817,67.5938797,69.54387665,71.07356262,72.89756775,73.5120697,74.57541656,75.20256042,76.28632355,77.17910004,77.18901825,77.58291626,77.39691925,77.6652298
IND,India,"Adjusted net enrollment rate, primary, female (% of primary school age children)",65.41462708,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.65289307,77.37758636,77.7832489,87.33408356,NA,NA,NA,96.21839905,97.65325165,96.89659882,97.19915009,97.18575287,97.71528625,98.44863129,NA,NA,NA
IDN,Indonesia,"Adjusted net enrollment rate, primary, female (% of primary school age children)",94.74794769,93.89954376,92.86408997,91.77014923,92.09751129,91.75800323,91.29367828,91.21585846,NA,NA,NA,95.44818115,94.99121094,94.09723663,93.28903961,91.7745285,93.1018219,95.19628906,95.57772064,96.57933044,98.67604065,99.80261993,96.67681885,93.63948822,91.42340851,NA,89.1605072
IRN,"Iran, Islamic Rep.","Adjusted net enrollment rate, primary, female (% of primary school age children)",88.1602478,NA,93.39816284,NA,NA,NA,NA,91.14893341,NA,83.70893097,83.33659363,NA,91.23779297,91.0464325,94.21994781,94.41782379,NA,99.28957367,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRQ,Iraq,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,73.76116943,NA,NA,71.12847137,NA,NA,83.04125977,82.05638885,NA,NA,NA,86.69342804,NA,NA,86.59844971,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRL,Ireland,"Adjusted net enrollment rate, primary, female (% of primary school age children)",88.85591888,88.21392822,87.30381775,87.02557373,87.1758194,87.49105835,88.27832031,NA,99.63369751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.98935699,98.99067688,99.81671906,99.60925293,99.61701202,NA,NA
IMN,Isle of Man,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISR,Israel,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,97.38156128,97.63510132,98.38944244,98.07495117,98.17250061,97.91503143,97.87101746,97.53128052,97.75666809,97.68405914,97.30033112,97.77100372,97.37090302,97.98551178,97.54255676,97.36096954,97.89550018,97.61392212
ITA,Italy,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,97.73162842,98.77069092,NA,NA,99.72154999,99.54268646,99.45896149,99.31053925,99.17955017,98.87457275,98.73757172,98.62107086,98.53774261,98.65419006,98.83544922,98.48043823,98.95207977,99.20290375,99.06533813,98.86206055,NA
JAM,Jamaica,"Adjusted net enrollment rate, primary, female (% of primary school age children)",97.65283203,96.04602051,NA,91.72975159,NA,NA,NA,NA,NA,91.532341,92.94580841,92.68608856,92.27629089,91.11730957,92.83074951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JPN,Japan,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,99.525177,99.22129059,NA,99.76139832,NA,NA,NA,98.25311279,97.99326324,97.95494843,98.14473724,98.93393707,99.53624725,NA,NA,NA,NA,NA,NA,99.560112,99.41374207,99.17324066,98.87754822,98.50649261,98.96357727,NA
JOR,Jordan,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,91.81314087,93.00556183,NA,95.37780762,96.8684082,97.24144745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAZ,Kazakhstan,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.25208282,96.80075836,97.91345215,98.46183014,98.62740326,98.83573914,97.96804047,97.53440094,99.06051636,99.60485077,NA,99.67234039,99.65917969,99.63500214,99.59861755,99.9256897,99.91681671
KEN,Kenya,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,63.1362915,66.50717163,67.5200882,61.70423126,72.76976013,70.97219086,71.94645691,71.53820038,81.06719971,77.83291626,79.43924713,NA,NA,84.9418335,NA,NA,NA,NA
KIR,Kiribati,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRK,"Korea, Dem. People's Rep.","Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.66092682,NA,NA,NA,NA,NA,NA,NA
KOR,"Korea, Rep.","Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,99.54055023,99.99516296,99.89684296,98.48423767,98.04563141,98.64852905,98.30474091,99.42637634,99.46003723,99.56217194,99.80718231,99.6865921,99.37110138,99.33335114,97.83979797,94.95816803,95.12135315,97.70214081,NA
XKX,Kosovo,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KWT,Kuwait,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,46.59157944,NA,67.64691162,NA,85.32331085,83.97429657,NA,91.32422638,92.03443909,95.53688812,98.48535156,NA,99.91583252,94.510849,NA,96.65808868,97.63004303,NA,97.97161865,98.56105804,99.47116852,99.30432892,99.33355713,99.66873169,98.57795715
KGZ,Kyrgyz Republic,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,90.46040344,NA,NA,93.30847168,92.67694092,93.10903931,93.07357788,92.92806244,98.05516052,95.54132843,96.50287628,95.59546661,95.0192337,94.50170135,94.90389252,94.8232193,98.05644989,97.99854279,97.76080322,97.74790192,98.13282776
LAO,Lao PDR,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,53.7089119,58.07304001,61.55953979,NA,64.43769073,67.12213135,70.37349701,71.36515808,72.24403381,71.86952209,72.97132111,75.58479309,76.83055878,78.34120178,79.84169769,82.71515656,85.55738068,88.49115753,93.16673279,93.5947113,93.65615082,95.81186676,96.38638306,95.0345993,93.98029327
LTE,Late-demographic dividend,"Adjusted net enrollment rate, primary, female (% of primary school age children)",92.57556915,91.88961029,91.46736908,90.9905777,90.22931671,89.54408264,89.28986359,89.18406677,91.93402863,94.3963089,94.87844849,95.08410645,97.41912079,97.36366272,97.85568237,96.10308838,95.39215851,95.98853302,96.54451752,96.68476868,96.52417755,96.44055939,96.43157196,95.97550201,96.15756226,96.09819031,96.1878891
LCN,Latin America & Caribbean,"Adjusted net enrollment rate, primary, female (% of primary school age children)",90.16941833,90.55413818,91.37770081,91.66558838,91.2819519,91.29971313,91.66139221,90.09880829,93.69428253,94.84127045,95.61457062,95.65117645,95.42134857,94.56556702,95.18647003,95.70191956,95.27787781,94.89685822,95.79122925,96.31894684,96.52749634,96.50319672,96.18782043,95.14875031,95.31054688,95.54531097,95.55078888
LAC,Latin America & Caribbean (excluding high income),"Adjusted net enrollment rate, primary, female (% of primary school age children)",90.09868622,90.52635956,91.47770691,91.78453064,91.39144135,91.41190338,91.79070282,90.98912811,93.77902222,94.91145325,95.71238708,95.76712036,95.53423309,94.66622162,95.19425964,95.751297,95.3033905,94.90402222,95.83808136,96.44502258,96.63249207,96.66293335,96.34812927,95.28256226,95.47088623,95.68673706,95.65550995
TLA,Latin America & Caribbean (IDA & IBRD),"Adjusted net enrollment rate, primary, female (% of primary school age children)",90.13179779,90.53553009,91.34384918,91.62492371,91.18885803,91.20423126,91.54464722,89.94560242,93.63184357,94.80963898,95.61959076,95.67289734,95.44300079,94.59786987,95.23783875,95.76045227,95.31926727,94.90376282,95.80063629,96.30661011,96.51506042,96.50939941,96.19051361,95.13804626,95.33699799,95.60199738,95.60693359
LVA,Latvia,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,95.34989929,NA,NA,NA,NA,NA,NA,NA,NA,98.8601532,98.77763367,99.12727356,98.9977417,98.8822937,97.60749817,95.47180176,95.72691345,NA
LDC,Least developed countries: UN classification,"Adjusted net enrollment rate, primary, female (% of primary school age children)",47.08213043,48.79961014,49.08383942,49.36489105,50.35802078,51.50951004,51.61304092,53.64147186,53.98307037,54.31061935,56.68117905,58.99391174,62.50125885,65.52510071,68.27184296,70.70947266,73.26365662,74.56201172,76.47884369,77.3350296,77.45475769,78.31429291,79.40756989,80.05104828,80.25842285,79.83104706,79.5661087
LBN,Lebanon,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,83.00847626,NA,NA,NA,NA,NA,96.35328674,93.92421722,89.11762238,85.8086319,86.73879242,87.59661865,88.38591003,90.11003876,89.99472046,87.19510651,86.08496857,81.32064056,80.93811798,81.75213623
LSO,Lesotho,"Adjusted net enrollment rate, primary, female (% of primary school age children)",79.8270874,81.62651062,81.6166687,78.57234192,79.03019714,76.83424377,77.08674622,NA,67.41664886,62.98405075,83.29315948,83.41412354,83.50331879,83.49964142,80.72029114,79.83175659,79.99031067,77.04029083,78.31816864,79.12776947,80.67806244,81.70819855,83.05764771,81.2348938,81.66580963,81.50900269,81.84269714
LBR,Liberia,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,40.83953094,NA,NA,NA,NA,NA,NA,35.27204895,NA,41.39889145,38.64458847,NA,39.88362885,NA,NA,37.19298172,36.35015869,NA
LBY,Libya,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIE,Liechtenstein,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.06659698,NA,NA
LTU,Lithuania,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,96.16438293,96.46234131,98.04398346,98.04776764,96.02877808,93.39997101,90.76873779,91.44335938,93.81984711,97.08846283,98.92990112,99.24305725,99.35025787,98.12158966,98.03954315,98.53861237,99.74353027,99.86714172,99.87895966
LMY,Low & middle income,"Adjusted net enrollment rate, primary, female (% of primary school age children)",75.11871338,75.39163971,75.29950714,75.81240082,76.28191376,76.09757233,76.1246109,76.49069214,77.53401184,78.96562958,80.11213684,80.69661713,81.97431183,84.41442108,85.84076691,86.06080627,86.66854095,87.95491791,88.4937973,88.69908905,89.00203705,89.26049805,89.44281006,89.33968353,89.30213928,89.17823792,89.17298126
LIC,Low income,"Adjusted net enrollment rate, primary, female (% of primary school age children)",39.58398056,41.36656189,40.6436882,40.71889877,41.86048889,43.69514847,43.72948074,46.91790009,47.35705948,47.89704895,50.09635162,52.60562897,56.81983948,60.22148895,63.01245117,65.52983093,68.83300781,70.75971222,73.94093323,74.71330261,74.48027039,75.6451416,76.85907745,77.58296967,77.91735077,77.29624939,77.14427948
LMC,Lower middle income,"Adjusted net enrollment rate, primary, female (% of primary school age children)",68.61634064,69.03385925,69.49610901,71.02703094,72.43583679,72.15438843,72.47325134,72.6503067,72.85910034,74.06352997,76.04129791,76.97963715,77.46990967,81.94377136,83.4688797,84.72995758,85.73892212,87.70709991,87.95052338,88.27973175,89.17752838,89.51457977,89.6638031,89.43933868,89.21759033,89.18063354,89.28974152
LUX,Luxembourg,"Adjusted net enrollment rate, primary, female (% of primary school age children)",NA,NA,NA,NA,NA,NA,NA,NA,NA,98.39984131,98.22612,97.02835846,97.16085052,96.15384674,96.8588562,98.26914215,98.8130188,98.80861664,98.21417999,NA,96.16880035,95.66651917,96.05919647,96.11248779,96.16905975,97.99694824,NA
